field	occupation	n	count	expected	diff
ENVIRONMENTAL SCIENCE	BUS-HUMAN RESOURCES WORKERS	20	812	1040.75193109714	0.780205134132207
ENVIRONMENTAL SCIENCE	BUS-MANAGEMENT ANALYSTS	82	2802	1268.04179939431	2.20970633723461
ENVIRONMENTAL SCIENCE	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	9	502	547.022221328752	0.917695809103714
ENVIRONMENTAL SCIENCE	CMM-COMPUTER OCCUPATIONS, ALL OTHER	10	304	496.812640348244	0.611900695173355
ENVIRONMENTAL SCIENCE	CMM-COMPUTER PROGRAMMERS	11	289	924.781818253331	0.312506143931165
ENVIRONMENTAL SCIENCE	CMM-COMPUTER SUPPORT SPECIALISTS	10	451	630.404135348477	0.715414088695174
ENVIRONMENTAL SCIENCE	CMM-COMPUTER SYSTEMS ANALYSTS	22	555	959.04453516079	0.578700967110928
ENVIRONMENTAL SCIENCE	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	12	452	2321.29744788532	0.194718690795859
ENVIRONMENTAL SCIENCE	CMS-CLERGY	8	243	673.101101284397	0.361015603059202
ENVIRONMENTAL SCIENCE	CMS-COUNSELORS	19	530	1304.0698997075	0.406419932028857
ENVIRONMENTAL SCIENCE	CMS-SOCIAL WORKERS	19	493	1664.49693639314	0.296185585699125
ENVIRONMENTAL SCIENCE	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	129	4303	8730.54786389518	0.492867122096069
ENVIRONMENTAL SCIENCE	EDU-OTHER TEACHERS AND INSTRUCTORS	25	738	714.649269930561	1.03267439155393
ENVIRONMENTAL SCIENCE	EDU-POSTSECONDARY TEACHERS	103	3422	2376.50137640519	1.43993184013059
ENVIRONMENTAL SCIENCE	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	4	110	594.8628135479	0.184916584958361
ENVIRONMENTAL SCIENCE	EDU-SECONDARY SCHOOL TEACHERS	46	1304	1985.7188316733	0.656689144102623
ENVIRONMENTAL SCIENCE	EDU-SPECIAL EDUCATION TEACHERS	4	96	573.317996579855	0.167446339680057
ENVIRONMENTAL SCIENCE	EDU-TEACHER ASSISTANTS	9	367	446.706905450425	0.821567778608539
ENVIRONMENTAL SCIENCE	ENG-CIVIL ENGINEERS	20	519	701.428365528119	0.739918750803919
ENVIRONMENTAL SCIENCE	ENG-MECHANICAL ENGINEERS	3	63	447.459789549926	0.140794774125666
ENVIRONMENTAL SCIENCE	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	26	959	982.844759237254	0.975739038120568
ENVIRONMENTAL SCIENCE	ENT-DESIGNERS	20	689	1065.56140928975	0.646607500978526
ENVIRONMENTAL SCIENCE	FIN-ACCOUNTANTS AND AUDITORS	25	628	2249.21528573828	0.279208488392371
ENVIRONMENTAL SCIENCE	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	10	311	437.0849168512	0.711532217218734
ENVIRONMENTAL SCIENCE	FIN-PERSONAL FINANCIAL ADVISORS	9	328	670.7191317627	0.489027350596055
ENVIRONMENTAL SCIENCE	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	2	47	447.420847268917	0.105046513337255
ENVIRONMENTAL SCIENCE	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	66	2227	2515.23000730849	0.885406103429515
ENVIRONMENTAL SCIENCE	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	10	241	450.059186807254	0.535485125211348
ENVIRONMENTAL SCIENCE	MED-PHARMACISTS	4	114	600.084324393146	0.189973301027795
ENVIRONMENTAL SCIENCE	MED-PHYSICAL THERAPISTS	1	9	459.103531571517	0.0196034214095302
ENVIRONMENTAL SCIENCE	MED-PHYSICIANS AND SURGEONS	30	850	2028.87012422099	0.418952396140373
ENVIRONMENTAL SCIENCE	MED-REGISTERED NURSES	22	989	3867.19566746657	0.255740874018899
ENVIRONMENTAL SCIENCE	MGR-CHIEF EXECUTIVES AND LEGISLATORS	47	1719	1605.25923659879	1.07085507487389
ENVIRONMENTAL SCIENCE	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	20	528	1096.72496966693	0.481433371723404
ENVIRONMENTAL SCIENCE	MGR-CONSTRUCTION MANAGERS	35	930	597.569302078003	1.55630484492091
ENVIRONMENTAL SCIENCE	MGR-EDUCATION ADMINISTRATORS	40	1348	1719.22706716074	0.784073276734871
ENVIRONMENTAL SCIENCE	MGR-FINANCIAL MANAGERS	18	457	1560.58594990168	0.292838725113982
ENVIRONMENTAL SCIENCE	MGR-FOOD SERVICE MANAGERS	7	362	568.628696908395	0.636619294749237
ENVIRONMENTAL SCIENCE	MGR-GENERAL AND OPERATIONS MANAGERS	53	1474	1309.32710764367	1.12576910032259
ENVIRONMENTAL SCIENCE	MGR-HUMAN RESOURCES MANAGERS	12	326	541.216576268377	0.602346665447187
ENVIRONMENTAL SCIENCE	MGR-MARKETING AND SALES MANAGERS	34	1019	1583.9058858457	0.643346305551432
ENVIRONMENTAL SCIENCE	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	9	211	953.125308447473	0.22137697753897
ENVIRONMENTAL SCIENCE	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	276	8463	4571.33376671487	1.85131964365005
ENVIRONMENTAL SCIENCE	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	10	285	451.091157253984	0.631801345286697
ENVIRONMENTAL SCIENCE	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	37	1156	564.718242857107	2.04703852694999
ENVIRONMENTAL SCIENCE	OFF-CUSTOMER SERVICE REPRESENTATIVES	30	1230	1301.86966083051	0.944795041321831
ENVIRONMENTAL SCIENCE	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	49	1634	1140.08719957009	1.43322370483255
ENVIRONMENTAL SCIENCE	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	22	664	443.088518506703	1.49857189312378
ENVIRONMENTAL SCIENCE	OFF-OFFICE CLERKS, GENERAL	10	325	511.753495495236	0.635071382727909
ENVIRONMENTAL SCIENCE	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	31	1260	1567.38786831786	0.8038852574202
ENVIRONMENTAL SCIENCE	PRT-POLICE OFFICERS	16	533	702.775119413002	0.758421841178999
ENVIRONMENTAL SCIENCE	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	20	669	1162.36542949713	0.575550496447084
ENVIRONMENTAL SCIENCE	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	42	1463	1928.85985621056	0.758479158187371
ENVIRONMENTAL SCIENCE	SAL-INSURANCE SALES AGENTS	10	328	615.745611738798	0.532687515342195
ENVIRONMENTAL SCIENCE	SAL-REAL ESTATE BROKERS AND SALES AGENTS	18	402	669.596295993617	0.600361743942252
ENVIRONMENTAL SCIENCE	SAL-RETAIL SALESPERSONS	27	978	1462.10092123076	0.668900474514951
ENVIRONMENTAL SCIENCE	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	26	785	770.687212302034	1.01857146124848
ENVIRONMENTAL SCIENCE	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	39	1140	1732.43823599293	0.658032116998747
ENVIRONMENTAL SCIENCE	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	9	247	541.398306913084	0.456226029609017
ARCHITECTURE	BUS-HUMAN RESOURCES WORKERS	20	1215	2492.97392360044	0.487369718751511
ARCHITECTURE	BUS-MANAGEMENT ANALYSTS	69	2239	3037.41462828028	0.737140059560349
ARCHITECTURE	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	16	743	1310.3142955161	0.567039528258641
ARCHITECTURE	CMM-COMPUTER OCCUPATIONS, ALL OTHER	12	486	1190.04435187318	0.408388140521836
ARCHITECTURE	CMM-COMPUTER PROGRAMMERS	22	756	2215.18393484506	0.341280914919997
ARCHITECTURE	CMM-COMPUTER SUPPORT SPECIALISTS	18	624	1510.04386712682	0.413233028247909
ARCHITECTURE	CMM-COMPUTER SYSTEMS ANALYSTS	27	1048	2297.25542301607	0.456196550675275
ARCHITECTURE	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	52	2015	5560.33943688952	0.362387948230585
ARCHITECTURE	CMS-CLERGY	20	531	1612.31840490538	0.329339414835472
ARCHITECTURE	CMS-COUNSELORS	10	274	3123.71484249458	0.087716073270371
ARCHITECTURE	CMS-SOCIAL WORKERS	11	421	3987.06678734339	0.105591409036946
ARCHITECTURE	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	80	2447	20912.7915241934	0.117009725706352
ARCHITECTURE	EDU-OTHER TEACHERS AND INSTRUCTORS	12	446	1711.84116139842	0.260538191309559
ARCHITECTURE	EDU-POSTSECONDARY TEACHERS	128	4371	5692.57263307035	0.767842640181203
ARCHITECTURE	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	5	138	1424.90966193181	0.0968482449707777
ARCHITECTURE	EDU-SECONDARY SCHOOL TEACHERS	22	719	4756.50836577868	0.151161302516135
ARCHITECTURE	EDU-SPECIAL EDUCATION TEACHERS	2	30	1373.30210273808	0.0218451569688754
ARCHITECTURE	EDU-TEACHER ASSISTANTS	7	198	1070.02315682104	0.185042724297896
ARCHITECTURE	ENG-CIVIL ENGINEERS	61	2025	1680.17235643454	1.20523349419771
ARCHITECTURE	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	11	356	1208.48284116487	0.294584240564681
ARCHITECTURE	ENG-MECHANICAL ENGINEERS	3	210	1071.82658410421	0.195927217251763
ARCHITECTURE	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	34	1181	2354.26549066584	0.501642658690116
ARCHITECTURE	ENT-DESIGNERS	600	21684	2552.40151661687	8.49552856744165
ARCHITECTURE	FIN-ACCOUNTANTS AND AUDITORS	46	1484	5387.67682131322	0.275443395960465
ARCHITECTURE	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	11	309	1046.97504520643	0.295135974266775
ARCHITECTURE	FIN-PERSONAL FINANCIAL ADVISORS	20	948	1606.61273410433	0.590061300944748
ARCHITECTURE	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	11	659	1071.73330338266	0.6148917813042
ARCHITECTURE	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	55	2042	6024.87743017422	0.338928056822054
ARCHITECTURE	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	9	416	1078.05307226721	0.385880816725588
ARCHITECTURE	MED-PHARMACISTS	2	78	1437.41705201205	0.054264000758039
ARCHITECTURE	MED-PHYSICAL THERAPISTS	3	106	1099.7175198456	0.0963883889154396
ARCHITECTURE	MED-PHYSICIANS AND SURGEONS	15	597	4859.87117864191	0.122842762298657
ARCHITECTURE	MED-REGISTERED NURSES	19	635	9263.31978677337	0.068549938317652
ARCHITECTURE	MGR-CHIEF EXECUTIVES AND LEGISLATORS	150	4735	3845.1712630894	1.23141459145195
ARCHITECTURE	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	41	1203	2627.04941403174	0.457928196391918
ARCHITECTURE	MGR-CONSTRUCTION MANAGERS	307	10405	1431.39267207906	7.26914438152533
ARCHITECTURE	MGR-EDUCATION ADMINISTRATORS	52	1675	4118.16506807878	0.406734546165588
ARCHITECTURE	MGR-FINANCIAL MANAGERS	41	1367	3738.16272869252	0.365687665094807
ARCHITECTURE	MGR-FOOD SERVICE MANAGERS	19	818	1362.0695491856	0.600556704677154
ARCHITECTURE	MGR-GENERAL AND OPERATIONS MANAGERS	72	2755	3136.3077399029	0.87842145238123
ARCHITECTURE	MGR-HUMAN RESOURCES MANAGERS	13	301	1296.40769461271	0.232180047411645
ARCHITECTURE	MGR-MARKETING AND SALES MANAGERS	63	1940	3794.02233410992	0.511330674719163
ARCHITECTURE	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	9	283	2283.07675334152	0.123955534821946
ARCHITECTURE	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	708	22683	10949.9829267486	2.07151007921574
ARCHITECTURE	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	74	1878	1080.5250113881	1.73804398806782
ARCHITECTURE	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	36	1132	1352.70261006398	0.836843214153671
ARCHITECTURE	OFF-CUSTOMER SERVICE REPRESENTATIVES	36	1551	3118.4444817274	0.497363351853183
ARCHITECTURE	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	67	2414	2730.91749747	0.883952005960048
ARCHITECTURE	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	20	556	1061.35582311099	0.523858246116068
ARCHITECTURE	OFF-OFFICE CLERKS, GENERAL	18	874	1225.83305537188	0.712984526049391
ARCHITECTURE	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	56	1964	3754.45576138872	0.52311177033913
ARCHITECTURE	PRT-POLICE OFFICERS	14	363	1683.39831472124	0.215635240231372
ARCHITECTURE	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	51	1938	2784.28184358612	0.696050223674152
ARCHITECTURE	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	93	3313	4620.31073893227	0.717051338578499
ARCHITECTURE	SAL-INSURANCE SALES AGENTS	22	495	1474.9314488593	0.335608817876131
ARCHITECTURE	SAL-REAL ESTATE BROKERS AND SALES AGENTS	74	2174	1603.9231399665	1.35542654496861
ARCHITECTURE	SAL-RETAIL SALESPERSONS	88	3598	3502.25578390999	1.02733787078884
ARCHITECTURE	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	29	957	1846.07211969896	0.518397948697724
ARCHITECTURE	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	63	1844	4149.81055286228	0.444357634284805
ARCHITECTURE	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	14	517	1296.84300464658	0.398660437807501
COMMUNICATIONS	BUS-HUMAN RESOURCES WORKERS	480	17974	8043.67580607873	2.2345505255715
COMMUNICATIONS	BUS-MANAGEMENT ANALYSTS	266	9041	9800.33458322025	0.922519524535381
COMMUNICATIONS	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	380	12969	4227.77923885383	3.06756792805387
COMMUNICATIONS	CMM-COMPUTER OCCUPATIONS, ALL OTHER	61	2161	3839.72366124801	0.56280091763104
COMMUNICATIONS	CMM-COMPUTER PROGRAMMERS	77	2872	7147.37577238423	0.401825801729458
COMMUNICATIONS	CMM-COMPUTER SUPPORT SPECIALISTS	124	4484	4872.21434814828	0.920320757584111
COMMUNICATIONS	CMM-COMPUTER SYSTEMS ANALYSTS	97	3859	7412.18257101157	0.52062937778843
COMMUNICATIONS	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	116	4887	17940.6480664264	0.272398186615421
COMMUNICATIONS	CMS-CLERGY	201	6005	5202.20705979252	1.15431775993928
COMMUNICATIONS	CMS-COUNSELORS	258	9262	10078.7855283198	0.918959925675099
COMMUNICATIONS	CMS-SOCIAL WORKERS	187	6579	12864.4236311371	0.511410397281707
COMMUNICATIONS	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	1014	31555	67475.9224828873	0.467648293478355
COMMUNICATIONS	EDU-OTHER TEACHERS AND INSTRUCTORS	161	5573	5523.3210437692	1.00899439953555
COMMUNICATIONS	EDU-POSTSECONDARY TEACHERS	367	11979	18367.3035363496	0.652191541142284
COMMUNICATIONS	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	57	2060	4597.52557578925	0.44806711045786
COMMUNICATIONS	EDU-SECONDARY SCHOOL TEACHERS	225	7428	15347.0563414353	0.484001611432496
COMMUNICATIONS	EDU-SPECIAL EDUCATION TEACHERS	70	2393	4431.01181029514	0.540057238042119
COMMUNICATIONS	EDU-TEACHER ASSISTANTS	124	4565	3452.4706804935	1.32224149673227
COMMUNICATIONS	ENG-CIVIL ENGINEERS	8	274	5421.14043213748	0.0505428707169583
COMMUNICATIONS	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	10	324	3899.21615285097	0.0830936237692548
COMMUNICATIONS	ENG-MECHANICAL ENGINEERS	7	365	3458.28950766546	0.10554350617291
COMMUNICATIONS	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	38	1558	7596.12773686996	0.205104502447715
COMMUNICATIONS	ENT-DESIGNERS	260	9554	8235.42121008574	1.16011066784288
COMMUNICATIONS	FIN-ACCOUNTANTS AND AUDITORS	277	10102	17383.5455270145	0.581124258241865
COMMUNICATIONS	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	103	3694	3378.10506598981	1.09351246566916
COMMUNICATIONS	FIN-PERSONAL FINANCIAL ADVISORS	122	4588	5183.79749451572	0.885065438002535
COMMUNICATIONS	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	48	1677	3457.98853384622	0.484964014075177
COMMUNICATIONS	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	473	15065	19439.4976862379	0.774968584227627
COMMUNICATIONS	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	15	628	3478.37951009968	0.180543841802358
COMMUNICATIONS	MED-PHARMACISTS	15	565	4637.88114871892	0.121822871669764
COMMUNICATIONS	MED-PHYSICAL THERAPISTS	19	646	3548.280679618	0.182060005486811
COMMUNICATIONS	MED-PHYSICIANS AND SURGEONS	51	1751	15680.560414304	0.111666927312286
COMMUNICATIONS	MED-REGISTERED NURSES	156	5513	29888.4559310703	0.184452486027189
COMMUNICATIONS	MGR-CHIEF EXECUTIVES AND LEGISLATORS	387	14106	12406.592289771	1.13697618737985
COMMUNICATIONS	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	188	6785	8476.27550893196	0.80046949781779
COMMUNICATIONS	MGR-CONSTRUCTION MANAGERS	73	2847	4618.44325622638	0.616441480830537
COMMUNICATIONS	MGR-EDUCATION ADMINISTRATORS	403	13678	13287.4172529263	1.02939493354043
COMMUNICATIONS	MGR-FINANCIAL MANAGERS	295	10359	12061.3251568004	0.858860851965295
COMMUNICATIONS	MGR-FOOD SERVICE MANAGERS	144	6232	4394.76954622841	1.41804932760315
COMMUNICATIONS	MGR-GENERAL AND OPERATIONS MANAGERS	341	11670	10119.4169939171	1.15322849201836
COMMUNICATIONS	MGR-HUMAN RESOURCES MANAGERS	184	6014	4182.90905863558	1.43775537925792
COMMUNICATIONS	MGR-MARKETING AND SALES MANAGERS	921	34081	12241.5583122215	2.78404097997679
COMMUNICATIONS	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	124	4612	7366.4345504872	0.626083075657676
COMMUNICATIONS	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	1057	38435	35330.5391247965	1.08786904904671
COMMUNICATIONS	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	145	4806	3486.35531630952	1.37851697947052
COMMUNICATIONS	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	158	5692	4364.54675854647	1.30414458015696
COMMUNICATIONS	OFF-CUSTOMER SERVICE REPRESENTATIVES	578	21601	10061.7805075328	2.1468367337002
COMMUNICATIONS	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	295	10278	8811.40985665487	1.16644216614637
COMMUNICATIONS	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	169	6782	3424.50519645586	1.9804320948378
COMMUNICATIONS	OFF-OFFICE CLERKS, GENERAL	171	6228	3955.19728322948	1.57463700392582
COMMUNICATIONS	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	587	21496	12113.8952505608	1.77449115708713
COMMUNICATIONS	PRT-POLICE OFFICERS	101	4009	5431.54911005284	0.738095139852469
COMMUNICATIONS	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	311	11271	8983.59196241133	1.25462065142312
COMMUNICATIONS	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	549	19836	14907.6094841944	1.33059562775849
COMMUNICATIONS	SAL-INSURANCE SALES AGENTS	220	7416	4758.9227863563	1.55833585307613
COMMUNICATIONS	SAL-REAL ESTATE BROKERS AND SALES AGENTS	239	8839	5175.11941606099	1.70797991106604
COMMUNICATIONS	SAL-RETAIL SALESPERSONS	521	19076	11300.1623679443	1.68811733662463
COMMUNICATIONS	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	401	14088	5956.42236965449	2.36517814313715
COMMUNICATIONS	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	719	26696	13389.5226211032	1.99379774435905
COMMUNICATIONS	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	125	4717	4184.31360312536	1.12730556248862
JOURNALISM	BUS-HUMAN RESOURCES WORKERS	83	2792	3106.10981908542	0.898873562951515
JOURNALISM	BUS-MANAGEMENT ANALYSTS	105	3745	3784.45330383134	0.989574900080971
JOURNALISM	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	162	5383	1632.58029330388	3.29723445889839
JOURNALISM	CMM-COMPUTER OCCUPATIONS, ALL OTHER	22	802	1482.73048968035	0.540893982812007
JOURNALISM	CMM-COMPUTER PROGRAMMERS	30	977	2759.99861288773	0.353985685151408
JOURNALISM	CMM-COMPUTER SUPPORT SPECIALISTS	29	1042	1881.43246847859	0.553833325116689
JOURNALISM	CMM-COMPUTER SYSTEMS ANALYSTS	42	1355	2862.25522009154	0.473402927345055
JOURNALISM	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	31	914	6927.8802954453	0.13193068601386
JOURNALISM	CMS-CLERGY	28	923	2008.86097586451	0.459464348747573
JOURNALISM	CMS-COUNSELORS	78	2678	3891.97867352036	0.68808187933304
JOURNALISM	CMS-SOCIAL WORKERS	55	1627	4967.66820554259	0.327517847948199
JOURNALISM	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	404	13668	26056.1999798095	0.524558454824229
JOURNALISM	EDU-OTHER TEACHERS AND INSTRUCTORS	56	2155	2132.86091354497	1.01037999539231
JOURNALISM	EDU-POSTSECONDARY TEACHERS	168	5460	7092.6356605849	0.769812557882007
JOURNALISM	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	13	425	1775.35988256307	0.239388083607269
JOURNALISM	EDU-SECONDARY SCHOOL TEACHERS	79	2364	5926.35053244746	0.398896418134031
JOURNALISM	EDU-SPECIAL EDUCATION TEACHERS	11	644	1711.05967274814	0.376374950714413
JOURNALISM	EDU-TEACHER ASSISTANTS	34	1165	1333.19061326182	0.873843536258987
JOURNALISM	ENG-CIVIL ENGINEERS	4	197	2093.40330625682	0.0941051346442423
JOURNALISM	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	5	139	1505.7038437519	0.0923156307110442
JOURNALISM	ENG-MECHANICAL ENGINEERS	1	14	1335.43758549817	0.0104834551251435
JOURNALISM	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	10	368	2933.28666139034	0.125456541579735
JOURNALISM	ENT-DESIGNERS	139	4872	3180.15336540794	1.53200158614836
JOURNALISM	FIN-ACCOUNTANTS AND AUDITORS	92	3150	6712.75207426601	0.469256121058877
JOURNALISM	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	28	897	1304.47392067239	0.687633524737424
JOURNALISM	FIN-PERSONAL FINANCIAL ADVISORS	41	1333	2001.75202059953	0.665916650155677
JOURNALISM	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	18	560	1335.32136279629	0.419374703050739
JOURNALISM	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	331	10557	7506.66935080611	1.40634940832532
