x,y,CI_left,CI_right
1987,29.733077715366,2.84078462128722,25.9305789044979
1991,27.4386970791769,3.3482527835896,21.7591859910044
1995,33.8691105789506,0.876169793509071,20.0670622259236
1999,27.5594906902379,0.356305115947623,23.1682237802682
2003,29.3924196027854,1.5997752269391,20.1284523582605
2007,25.8145971266127,3.00612697496276,23.6029131655455
2011,22.4882871381011,2.79687532762232,21.3740800365306
2014,19.9583519485751,3.43420145380944,19.35524701294
2019,20.9273513562544,2.97140922915592,17.7245854744747
2023,23.7772424163433,2.93594645795319,21.4087384932804